ID,Аты,Автор,Бағасы,Бет саны,Категория,Мұқаба,Толығырақ,URL
96,Үзілген үміттер,Оноре де Бальзак,6000 тг,Не найдено,Әлем әдебиеті,Қатты,"Тіршілігінде О. Бальзак көп жазып, көп толғанып, өз заманының шындығын көркем шығармада айқара ашып көрсете алды. Сол шынайылыққа толы шығармаларымен адамзат тарихында қалды. Қолыңыздағы «Үзілген үміттер» романы да алда болатын қауіпті түйсігімен сезініп, оқырманына жеткізеді. Көптеген зерттеушілер қаламгердің ең үздік туындысы деп санаған бұл шығармада белгілі бір кезеңнің шындығы ғана емес, адам болмысының мәңгілік аршылып бітпес қыр-сырлары айқын әрі шебер баяндалады. Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/96/
97,Оқуға шақыру,Ахмет Байтұрсынұлы,1700 тг,181,Қазақ әдебиеті,Қатты,"A.Байтұрсынұлы өмірін ел мұратына арнап, саясатта, ғылымда, халық ағарту ісінде, әдебиет пен тіл майданында күш-қайратын сарқа жүмсап, үлт үшін өлшеусіз қызмет етті. «Қаламынан тамған бал ем болудан танбайды» деп М.Әуезов айтқандай, қай дәуірде де қасиетін жоғалтпайтын, өшпес өсиетке толы шығармалары үрпаққа мәңгі ұлағат болары сөзсіз.Бұл жинақта Ұлт ұстазының балаларға арналған тағылымдық өлеңдері мен аудармалары, танымдық мақалалары беріліп отыр.Кітап мектеп жасындағы балалар мен барша оқырман қауымға арналады.",https://qasymkitap.kz/book/97/
98,Жергілікті дәрігер,Оноре де Бальзак,2600 тг,400,Әлем әдебиеті,Жұқа,"Бальзак аз ғана ғұмырында 98 кітап жазған. Әрбір кітабы өзі өмір сүрген қоғамның шындығын ашып, халықтың жағдайынан хабар береді. Қолыңыздағы кітаптың да саяси-әлеуметтік мәні зор. Шығарма қаланың сән-салтанат пен ойын-сауыққа толы өмірінен күндердің күнінде елеусіз қалған түкпірдегі бір өңірге тап келген жас дәрігердің өмірін баяндайды. Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/98/
99,Бас туралы хикая,Александр Беляев,2300 тг,240,Әлем әдебиеті,Жұмсақ,"Осыдан бір ғасыр бұрын қағаз бетіне түскен қиялгер жазушы Александр Беляевтың «Бас туралы хикая» романы ғылыми-фантастикалық жанрға жататын туынды. Бұл романға ертегі-роман, арманшыл проза деп айдар таққан зерттеушілер де болған. Алайда, сол кезде таңғажайып қиялдай көрінетін кейбір дүниелер қазіргі медицинадағы қалыпты жағдайға айналды. Мәселен, адам ағзасының кейбір мүшелерін (бүйрек, өкпе т.б.) ауыстыру, жасанды мүшелер қою және т.б. Шытырман оқиғалы бұл хикая оқырманның өресіне тосын әсерлер сыйлап, қиялын шарықтатары сөзсіз. Кітап көркем шығарманы бағалай білетін барша оқырман қауымға арналған.",https://qasymkitap.kz/book/99/
101,Құндақтаулы адам,Антон Чехов,1700 тг,178,Әлем әдебиеті,Жұмсақ,"A.Чехов әңгімелері асқан шынайылығымен ерекшеленеді. Шағын проза жанрының хас шебері суреттеген сан мың образдар мен оқиғалардың ішінен өзіңізді немесе әлдебір танысыңызды кезіктіріп қалуыңыз бек мүмкін. Себебі ол образдар мен оқиғалар өмірдің өзінен алынып, сан қырлы өмір құбылыстарын айна қатесіз бейнелейді. Жинаққа А. Чеховтың әйгілі «Құндақтаулы адам» әңгімесі мен басқа да шығармалары еніп отыр.Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/101/
102,Тыныштық күзетшісі,Дулат Исабеков,1700 тг,166,Қазақ әдебиеті,Жұмсақ,"Қолыңыздағы кітапта Д.Исабековтің өткен ғасырдың сұрапыл соғыс жылдарындағы ел өмірін бейнелейтін «Тыныштық күзетшісі» және «Біз соғысты көрген жоқпыз» атты қос хикаяты беріліп отыр. Майданға аттанған азаматтарды зарыға күткен отбасылардың аянышты халі, алмағайып заманда тіршілік үшін күреске түскен адамдардың қилы тағдырлары көрініс тапқан хикаяттар көзіқарақты оқырманға соғыстың зұлматы мен бейбітшіліктің қадірін сезіндірері сөзсіз.Кітап барша оқырман қауымға арналады.",https://qasymkitap.kz/book/102/
103,Қызыл мен қара,Стендаль,4900 тг,752,Әлем әдебиеті,Жұмсақ,"Бұл романға кезінде көптеген елдерде тыйым салынған. Жазушының өзі «XIX ғасырдың хроникасы» деп анықтама берген бұл шығармада ұлы революциядан кейінгі тұтас француз қоғамының бейнесімен танысасыз. Романның басты кейіпкері қара шаруадан шыққан балташының баласы Жюльен Сорель әлеуметтік ортадан лайықты орын алуға тырысады. Буржуазия мен ақсүйектердің озбырлығына жан- тәнімен қарсы болып, қасарысқан дұшпандыққа тап болады. Шығарма қоғам өмірінің алуан құбылысын шынайы суреттеуімен оқырманды баурап алады. Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/103/
104,Киелі көкжал,Эрнест Сетон-Томпсон,1700 тг,188,Әлем әдебиеті,Жұмсақ,"Эрнест Сетон-Томпсон - әлем оқырмандарының назарын хайуанаттардың тылсым тіршілігіне аударған натуралист жазушылардың бірі. Табиғатты зерттеумен жылдар бойы орман-тоғайды аралап, дала кезіп күн кешкен қаламгердің әрбір шығармасы бейкүнә жан-жануарлардың өмірін айна-қатесіз дәлдікпен суреттейді. «Киелі көкжал» атты бұл жинаққа автордың хайуанаттар жөніндегі шынайы баяндаған хикаяларын топтастырып отырмыз. Кітап жеткіншектер мен барша оқырман қауымғаарналады.",https://qasymkitap.kz/book/104/
105,Жабайы аққулар,Г.Х. Андерсен,1500 тг,124,Балалар әдебиеті,Қатты,"Ханс Кристиан Андерсен - өзінің шығармашылық ғұмырында 3,5 мыңға жуық шығарма қалдырған, әлемнің ең әйгілі ертекшісі. Қолдарыңыздағы кітапта қаламгер Ғаббас Жұмабаев аударған Х.К. Андерсеннің ең танымал ертегілері жинақталған.Кітап таңғажайып ертегілер әлеміне ғашық барша бүлдіршіндер мен оқырмандарға арналған.",https://qasymkitap.kz/book/105/
106,Троя сұрапылы және оның батырлары,Геродот,1800 тг,224,Әлем әдебиеті,Қатты,"Ежелгі грек аңыздарындағы маңызды оқиғалардың бірі - Троя соғысы. Әуелде спарталық сұлу Елена үшін басталған кескілескен соғыстың нәтижесі алпауыт Трояның күйреуімен аяқталады. Он жылдан астам уақыт бойы троялықтарды ала алмаған ахейліктердің жеңісіне батыр Одиссейдің бір ғана айласы сеп болады. Қолыңыздағы кітапты оқи отырып, адамзат тарихындағы айтулы соғыстың аты аңызға айналған батырларының ерлігі мен тапқырлығына тәнті боласыз. Кітап көпшілік оқырман қауымға арналады.",https://qasymkitap.kz/book/106/
107,Көктемгі тасқын,Иван Тургенев,1900 тг,211,Әлем әдебиеті,Жұмсақ,"Махаббат сезімінің сырлы зергері И.Тургенев «Көктемгі тасқын» повесінде жастардың бойындағы сүйіспеншілік сезімінің алапат күшін көктемгі тасқынмен тамаша шендестіре баяндайды. Жасы елуден асқан Санин есімді жігіт ағасы жастық шағындағы махаббат оқиғаларын есіне түсіріп, өзінің өткен өмірін таразылайды. Германияның Франкфурт қаласында жүрген кезінде бір көріп ғашық болған Джемма есімді сұлумен болған хикаялары, сезімінің тұрақсыздығынан басына түскен әуре-сарсаңы оқырманға ой салары сөзсіз.Кітап жасөспірімдер мен ересектерге арналады.",https://qasymkitap.kz/book/107/
108,Тарих,Геродот,3100 тг,Не найдено,Әлем әдебиеті,Қатты,"Біздің дәуірімізге дейінгі V ғасырда өмір сүрген грек тарихшысы, әйгілі «Тарих» еңбегінің авторы Геродот бүкіл әлемде «тарихтың атасы» ретінде құрметтеледі. «Тарих» кітабында негізінен ежелгі Элладаның тарихы жазылғанымен, сол дәуірлердегі алыс-жақын елдердің тыныс-тіршілігі туралы мәліметтер де жинақталған. Солардын бірі - ежелгі скифтайпалары туралы деректер. Тарихшылар ондағы оқиғалартек Геродоттың арқасында ғана сақталып, бүгінгі күнге жеткен деген пікірде. Бұл басылымға айтулы енбектің төл тарихымызға қатысты I және IV кітаптары еніп отыр.Кітап бабалар тарихына қызығушылық танытқан барша оқырмандарға арналады.",https://qasymkitap.kz/book/108/
109,Не үлкен?,Халық ертегілері,1500 тг,133,Балалар әдебиеті,Қатты,"Жинақта қазақтың ертеден келе жатқан танымдық және мысал ертегілері топтастырылған. Бұл ертегілер баланың дүниетанымын арттыруға, тіл байлығын молайтуға, қиялын ұштап, тапқыр болуға өз пайдасын тигізеді. Әрі бұрыннан келе жатқан қазақы таным-түсінікті де бойына сіңіреді.Кітап кішкентай бүлдіршіндерге арналады.",https://qasymkitap.kz/book/109/
110,Сүйекші,Дулат Исабеков,1200 тг,74,Қазақ әдебиеті,Жұмсақ,"Дулат Исабековтің шығармаларында қоғам, әлеумет, не тарих емес, адам жаны әрдайым басты планда. Ол өзінің әңгімелері мен повестерінде жүрт ішінде жүрген, бірақ сол жүрт байқай бермейтін елеусіз жандардың ішкі жан-дүниесін, олардың тауқыметті тағдырын терең суреттейді. Мәселен, қолыңыздағы кітапта берілген «Сүйекші» повесінің кейіпкері Тұңғыш сияқты диуана, қабір қазушы секілді кәсіптен несібін айырған жандардың арман-мұраты, тыныс- тіршілігі көп адам үшін беймәлім. Жазушының қырағылығы мен шеберлігі болса керек, адамдар арасындағы осындай «Үндемес» жандардың басындағы мұң-зарды, трагедияны бір ғана кейіпкердің баянсыз ғұмыры арқылы бере білген. Кітап көпшілік оқырман қауымға арналады.",https://qasymkitap.kz/book/110/
111,Том Сойердің басынан кешкендері,Марк Твен,2500 тг,268,Әлем әдебиеті,Жұмсақ,"Том Сойердің шытырман оқиғалары туралы таңғажайып хикаят көптеген тілдерге аударылып, миллиондаған данамен әлемнің түкпір-түкпіріне тарағаны белгілі. Бала жанын терең ұғына білген автор Том мен оның достарының ғажайып әлемін асқан сүйіспеншілікпен және әдемі әзілмен сипаттайды. Қандай жолмен болса да зерігуден аулақ болуды өмірлік мақсат еткен өзі бұзық, өзі тапқыр және алғыр Том Сойермен танысу ешкімнің де көңілін бей-жай қалдырмас. Кітап күтпеген оқиғалар мен шытырман сюжеттерге толы, ал оның басты қаһарманы – мейірімді де күлкілі бала Том көптеген ұрпақтардың сүйікті кейіпкері.Кітап бүлдіршіндер мен барша оқырмандарға арналған.",https://qasymkitap.kz/book/111/
112,Амок,С. Цвейг,1500 тг,138,Әлем әдебиеті,Жұмсақ,"Австриялық жазушы Стефан Цвейгтің өзіне тән өткір әрі шынайы, терең әрі әсерлі баяндау стилі талғампаз оқырмандарды тәнті етіп, сан алуан сезімдерге бөлейді.Бұл кітапқа қаламгердің «экспрессионистік новелла», «көңіл күй новелласы» деп танылған «Амок» пен үнділік терең пәлсапа мен даналыққа негізделген «Бақилық ағаның көзі» атты шығармалары еніп отыр. Әуелгі хикаятта адам жанының құштарлығы мен дұшпандығын, үрейі мен үмітін, күйініші мен сүйінішін айқын танытатын шытырман оқиға баяндалады. Екінші хикаят өмір мәні, адам болмысы, жақсылық пен жамандықтың табиғаты жайлы терең пайымдарға жетелейтін ежелгі аңыз желісіне құрылған.Кітап әдебиетке құмар барша оқырманға арналған.",https://qasymkitap.kz/book/112/
113,Ұсқынсыз үйрек,Ханс Кристиан Андерсен,1500 тг,115,Балалар әдебиеті,Қатты,"«Ұсқынсыз үйрек» – бұл басқаларға ұқсамаудың қандай қиын екенін, бойға біткен ерекшеліктің көбіне жалғыздыққа душар етуі мүмкін екенін баяндайтын шытырманға толы ғибратты ертегі. Шығарма мазмұны қандай жағдайда да өзіндік дара болмысыңды таба білу – ең дұрыс әрі сенімді жол екенін ұғындырады.Өмірлік тағылым мен ұшы-қиыры жоқ қиял-ғажайыпқа толы Андерсен ертегілері бүлдіршіндер мен барша оқырманның рухына азық, санасына сәуле сыйлары анық.Кітапқа «Ұсқынсыз үйрекпен» қатар, әйгілі ертекшінің «Қайтпас қайсар қалайы солдат», «Жаға», «Тебен ине» және басқа да ертегілері еніп отыр.",https://qasymkitap.kz/book/113/
114,Чика-Дабылдың баласы,Молдахмет Қаназ,1500 тг,116,Қазақ әдебиеті,Жұмсақ,"Бұл кітапқа қалың оқырманның ыстық ықыласына бөленген жазушы М. Қаназдың бірнеше повестері еніп отыр. «Чика-Дабылдың баласы» повесінде майдангер Дабылдың әйелі Тәнзила ауылға әкеліп үлестірілген балалардың ішінен Чика атты неміс баласын бауырына басады. Автор Чиканың жаңа ортаға кіруін әрі табиғи, әрі нанымды жеткізе білген.«Ақтайлағым – ай» повесінде сәби көңілге сыймас ауқымды да қатқыл өмір шындығының бала Біләлдің жан-дүниесінде орын алуы баяндалады.«Аққанат» ертегі-новелласы табиғаттағы тіршілік иелерінің бәрі де өзара сабақтас, тағдырлас өмір сүретінін, әрбіріне ортақ үйлесім барын түсіндіреді.",https://qasymkitap.kz/book/114/
115,"Махаббат, қызық мол жылдар",Әзілхан Нұршайықов,3200 тг,412,Қазақ әдебиеті,Қатты,"«Махаббат, қызық мол жылдар» романы жарияланған кезінен бастап кітап сөрелерінен түспей келеді. Жоғары мектеп оқушылары мен студенттер үшін бұл роман жақсы мен жаманның, адалдық пен арамдықтың ара жігін ажыратып беретін, үлкен өмірге дайындайтын хрестоматиялық оқулық іспетті. Кітап жастар мен ересектерге арналады.",https://qasymkitap.kz/book/115/
116,Адам-балық,Александр Беляев,2300 тг,273,Әлем әдебиеті,Жұмсақ,"«Адам-балық» — су астында өмір сүре алатын жігіт жайындағы шығарма. Алыс қиырдағы ыстық елде су жағасындағы жартастың ұшар басында бір үй тұр. Бұл үйде Құдай өмір сүреді. Жергілікті аборигендер өзінің ізгі еңбегімен кедей шаруалар мен балықшыларға қайыр қылып, сауап жасайтын данышпан хирург — доктор Сальваторды осылайша атайды. Бірақ доктор тек ем-дом жасап табиғаттың қателіктерін түзетумен ғана шектелмейді, ол Құдайға лайықты іс-әрекетке барады. Ғылымның ең озық жетістіктерін пайдалана отырып және өзінің талантының арқасында ол екі стихияда өмір сүре алатын, бірақ адамдық тіршілік шындықтарына икемделмеген адам жасап шығарады.",https://qasymkitap.kz/book/116/
117,Аттила,Эрик Дешодт,3100 тг,243,Әлем әдебиеті,Қатты,"​Ғұн көсемі Аттила туралы аңыздар ежелгі дәуірде пайда болып, орта ғасырларда жалғасын тауып, әлем жұртшылығын әлі күнге таңдай қақтырып келе жатқаны рас. Әйгілі билеуші туралы бұл кітаптың авторы, белгілі француз қаламгері – Эрик Дешодт бірқатар биографиялық еңбектері арқылы тарихи тұлғалардың тағылымды тағдырын оқырманға қарапайым тілде жеткізе білген. Ал бұл шығармасында «Тәңірдің қамшысы» атанған Аттила бейнесін даңқты дипломат, бірнеше тілді меңгерген саясаткер ретінде танытады. Ежелгі дәуірдің дүрбелең оқиғалары жүйелі түрде баяндалып, тарихи таным көкжиегімізді кеңейтеді.",https://qasymkitap.kz/book/117/
118,Ақбілек,Жүсіпбек Аймауытұлы,3100 тг,315,Қазақ әдебиеті,Қатты,"Роман – он бес жасар Ақбілек арудың басына түскен қайғыдан басталады. Момын шаруа Мамырбай ауылына тұтқиылдан орыстар шауып, бойжетіп отырған қызы Ақбілекті атқа өңгеріп алып қашып кетеді. Қызын алып қалмақ болған Ақбілектің анасын атып өлтіреді. Ақбілектің артынан қуған бірер аттылы кісі оққа ұшады. Олардың арасында Ақбілектің ғашығы Бекболат та бар еді. Сөйтіп, бұрын ер кісінің бетіне тіктеп қарамаған, тәрбиелі, ақ періштедей Ақбілек еріксіз орыс офицері қара мұрттың ермегіне айналады.«Ақбілек» – кез келген оқырманның  жан-дүниесін астан-кестеңін шығаратын классикалық роман. Мұнда сөз өнерінің жауһар үлгісі де, шытырман оқиғалар да, кейіпкерлердің ерекше психологиялық жай-күйі де, ХХ ғасыр басындағы саяси, әлеуметтік ахуал мен қазақ халқының психологиялық бейнесі де шебер суреттелген.",https://qasymkitap.kz/book/118/
119,Жетінші кластағы жойқын махаббат,Молдахмет Қаназ,1500 тг,124,Қазақ әдебиеті,Жұмсақ,"Молдахмет Қаназдың “Жетінші кластағы жойқын махаббат” атты шығармасында алқалы сезімге алғаш бөлінген жасөспірімнің жүрегін лүпілдеткен сезім күйлері мен арманына жасаған сәтті де сәтсіз қадамдары тәтті естелік түрінде баяндалады.Ал “Арғы ауыл мен бергі ауылдың балалары” повесінде қазақ ауылдарының ХХ ғасырдың 40-50 жылдарындағы тұрмысы, ондағы балалардың дүниетанымы мен өзара қарым-қатынастары, біресе татуласып, біресе қақтығысып жүретін ауыл жеткіншектерінің бейнелері шынайы суреттелген.",https://qasymkitap.kz/book/119/
120,Он қара домалақ,Агата Кристи,2500 тг,275,Әлем әдебиеті,Жұмсақ,"Шығарма жырақтағы аралға бірін-бірі танымайтын еркек-әйелі аралас он адамның келуімен басталады.Аралға табан тірегендердің әрқайсысы арнайы шақыртумен келген. Бірақ не үшін шақырылғаны белгісіз. Бәрі де жұмбақ, бәрі де қызықты! Көп ұзамай аралда дауыл тұрып, әйгілі «он қара домалақ» туралы санамаққа ұқсас жұмбақ оқиғалар орын ала бастайды.",https://qasymkitap.kz/book/120/
121,"Оян, қазақ!",Міржақып Дулатұлы,1500 тг,96,Қазақ әдебиеті,Қатты,"М. Дулатұлының «Оян, қазақ!» жинағы ХХ ғасыр басында қазақ халқының азаттық жолындағы күресінің манифесіне айналды. Ел мен жер тағдырын, ғылым мен білімге ұмтылу мәселелерін көтерген Міржақып жырларының бүгінгі ұрпаққа да берері мол.Кітап барша оқырман қауымға арналады.",https://qasymkitap.kz/book/121/
122,Көшім бала,Жәнібек Кәрменов,1700 тг,144,Қазақ әдебиеті,Қатты,"Жәнібек Кәрменовтің әңгімелерінде қазақтың ұлттық бітім-болмысы көркем бейне, кестелі тілмен нанымды суреттеледі. «Көшім бала» - Мәди, Үкілі Ыбырай, Әсет сынды атақты әншілердің көзін көріп, батасын алған әнші Жүсіпбек Елебековтің балалық шағы туралы жазылған туынды. «Әке көңілі» әңгімесі ата-ананың қадірін білуге үйретсе, «Ақылбайдың әні» жастық шақтың оралмас сағынышымен табыстырады. «Ешкім білмейтін күй», «Түйеші» әңгімелерінің де оқырманға берері мол.Кітап барша оқырман қауымға арналады.",https://qasymkitap.kz/book/122/
123,Гауһар білезік,Александр Куприн,1700 тг,192,Әлем әдебиеті,Жұмсақ,"А. Куприннің повестері мен әңгімелері әлемдік әдебиеттегі махаббат туралы ең үздік шығармалар қатарына жатады.​«Гауһар білезік» повесі – өміршеңдік пен гуманизм, кіршіксіз таза әрі риясыз махаббат туралы аса шеберлікпен баяндалған ХХ ғасырдың басындағы орыс классикалық әдебиетінің ең таңдаулы үлгілерінің бір. Ал «Олеся» – ақсүйек шонжардың ұлы мен орманда тұратын сиқыршы қыз Олесяның қараңғы күштер мен жалған наным шырмауына түсіп, бақытты болу бұйырмаған махаббат хикаясы.​Кітап барша әдебиетсүйер қауымға арналған.",https://qasymkitap.kz/book/123/
124,Он үшінші ойыншы,Сәуірбек Бақбергенов,2200 тг,240,Қазақ әдебиеті,Не найдено,"1979 жылы жазылған бұл повесть оқырмандарға, әсіресе жастарға ерекше жігер сыйлайтыны сөзсіз. Себебі бас кейіпкер Айдардың ішкі жан-дүниесіндегі өзгерістен, айналасындағы оқиғалардан туындаған қиындықтарды жеңіп, арман-мақсатына жете білуі, футболға қызығушылығы, әкеге деген сағынышы, анасына қамқорлығы, алғашқы махаббаты көркем бейнеленген. Кішкентай ғана ауылдан шыққан «Шалқар» футбол командасы туралы қызықты оқиғалар алғашқы беттен-ақ жатық та жеңіл тілімен баурап алады.Кітап жасөспірімдер мен барша оқырман қауымға арналған.",https://qasymkitap.kz/book/124/
125,Түйешінің қызы,Тұрсын Жұртбай,1700 тг,169,Қазақ әдебиеті,Жұмсақ,"Тұрсын Жұртбайдың шығармашылық жолының жастық кезеңін қамтитын «Түйешінің қызы» атты бұл кітапта жазушының алғашқы қаламалды прозалық туындылары арнайы жинақталып беріліп отыр. Мұнда сәби санасына тұңғыш рет ұялаған мұң мен алғашқы махаббат, жарық дүниеге деген ынтызарлық, күйініштер пен сүйініштер бозбалалық шаққа тән бұла сезіммен табиғи суреттелген.«Шилі өзен қамыс-ай» повесінде адам қолымен жа-салған табиғи зардапқа күйінген, әділетсіздікпен күрескен жастардың тағдыры, ғашықтық сезімі, адамдардың сан тарапты қарым-қатынасы жайлы әсерлі жазылған.Кітап жастар мен жалпы оқырман қауымға арналады.",https://qasymkitap.kz/book/125/
126,Қияндағы күн нұры,Молдахмет Қаназ,1500 тг,107,Қазақ әдебиеті,Не найдено,"Өткен ғасырдағы сұрапыл соғыс жылдарындағы ел тағдыры қазақ әдебиетінің мәңгілік тақырыптарының біріне айналды. Шынайы суреттеулерімен қайталанбас образдар тудыра білген М. Қаназдың «Қияндағы күн нұры» повесінде сын сағаттағы адамдардың қарым-қатынасы мен мінез-құлықтары, жүдеп-жадаған ел тұрмысы, майдан даласынан жырақтағы халықтың тіршілік үшін күрес майданы бала кейіпкер Ералының баяндауымен суреттеледі.Кітап жасөспірімдер мен барша оқырмандарға ар­нал­ған.",https://qasymkitap.kz/book/126/
127,Мұхтар Мағауин шығармаларының толық жинағы,Мұхтар Мағауин,110000 тг,Не найдено,Қазақ әдебиеті,Не найдено,"Қазақстан халық жазушысы, Абай атындағы Мемлекеттік сыйлықтың сахибы, Моңғол ұлысындағы Әлемдік Шыңғыс хан академиясының академигі Мұхтар Мағауин шығармаларының 26 томдық толық жинағы.",https://qasymkitap.kz/book/127/
128,Парасат майданы,Төлен Әбдік,2700 тг,296,Қазақ әдебиеті,Не найдено,"Ауруханада жатқан жігіт күнделік жазуды бастайды. Ол ақ параққа жақсылық пен жамандық, құндылықтар туралы ойларын тізбелей береді. Бір күні оған бейтаныс жаннан хат келеді. Сөйтсе ол мұның күнделігін оқып қойған екен. Әлгі кісі күнделікте жазылған ойлармен келіспейтінін жазыпты. Бұл кім болды екен? Кейіпкер жан-жағынан бейтаныс жанды іздеді, таба алмады. Бірақ сіз оқи отыра оның кім екенін білгенде еріксіз таңырқайсыз.“Парасат майданы” туындысы - оқырманды рухани кемелділікке жету үшін не қажет екенін түсінуге жетелейді.",https://qasymkitap.kz/book/128/
129,Ең бақытты күн,Әбіш Кекілбай,1900 тг,178,Қазақ әдебиеті,Не найдено,"Соғыс жылдарындағы қарапайым отбасының өмірі мен береке-бірлігі, баласын күткен ардақты ана, асыл жар туралы жазушының «Ең бақытты күн» әңгімесі оқырманды өзіне баурамай қоймайды. Үйленгеніне он күн болмай Дәулет майданға аттанды. Ол аман-есен оралғанда Торғынның ішкі сезімі қандай болды? Өзінің қуанышын сездіре алды ма? Әңгіменің аяғында жаныңызды байытатын құндылықтарды бойға жиярыңыз сөзсіз.Бұл кітапта берілген басқа әңгімелер де адамгершілік болмысындағы дүниелермен көңіл түкпірін толтыра алады.Кітап көзі қарақты, көркем әдебиетті құрмет тұтатын барлық оқырманға арналады.",https://qasymkitap.kz/book/129/
130,Оң қол,Төлен Әбдік,1500 тг,134,Қазақ әдебиеті,Жұмсақ,"Өте әдемі, жас қыз Алма өмірге құштар, бірақ оның оң қолы қыз ұйқыға кеткен бетте қас жауы болып шыға келеді. Осы кеселімен ауруханаға түскен Алманы жас дәрігер жігіт құтқарғысы келіп, бір шешім қабылдады.  Жүрегінде тұтанған қызға деген ғашықтық сезімі де маза таптырмады.«Тұлғаның екіге жарылуы», жан дертіне шалдыққан жандар мәселесі қамтылған бұл оқиға  үлкен ойға жетелейді,  өмірдің қымбаттығын түсіндіреді.﻿Жазушының басқа әңгімелері де өзіндік бояуымен әсерлі де көркем.Кітап көпшілік оқырманға ұсынылады.",https://qasymkitap.kz/book/130/
131,Интернаттың баласы,Мархабат Байғұт,1700 тг,163,Қазақ әдебиеті,Жұмсақ,"Мархабат Байғұттың туындылары өзгелерге ұқсамайды, кейіпкерлерінің бейнесі де өз кезеңінің тағдырын еш бұқпасыз баяндайды.Соның бірі – қолыңыздағы «Интернаттың баласы».Нағашысының үйінде екі жыл тұрып, мектепте оқыған Ноқтабайдың жағдайы дұрыс болмады, ақыры анасы мен әпкесі интернатқа орналастырады. Жетінші сыныпқа келген жасөспірімге интернат өмірі таңсық, бәрі бөтен. Оның бойындағы намыс, батылдық барлық кедергіден өтуге мүмкіндік бере алды ма? Ноқтабайдың және оның әпкесінің, достарының 1960 жылдардағы қиын да қызықты тағдыры өте шынайы жазылғаны сондай, кітапты бір демде оқып шығасыз.Кітап балалар мен ересек оқырмандарға ұсынылады",https://qasymkitap.kz/book/131/
132,Әдебиет пәнінің періштесі,Мархабат Байғұт,1700 тг,156,Қазақ әдебиеті,Жұмсақ,"«Әдебиет пәнінің періштесі» – жазушының ұлттық мүддені басты мақсат қылу, ұлт дүниетанымымен тыныстау тақырыптарын анық көрсете білген әңгімесі. Бұл қазақ прозасы тарихындағы ең алғашқы мәрсия жанрында жазылған туынды. Бұл Мархабат Байғұттың бар өмірін әдебиетке арнаған, жиырма сегіз жасында шейіт болған ұлы Баубек туралы шығарма.Қаламгердің «Бір дорба диплом», «Оқу залы», «Ақ тамақ қарлығаштар», «Дауыстың түсі», «Наурызкөксайдың самалы-ай...» сынды шығармалары да ұсынылып отыр.Кітап әдебиет әлеміне ғашық барлық оқырмандарға арналады.",https://qasymkitap.kz/book/132/
133,Арпалыс,Александр Бек,4600 тг,642,Әлем әдебиеті,Қатты,"Бұл кітап – Екінші дүниежүзілік соғыс тудырған әдеби шығармалардың ішіндегі көлемдісі және өте көп тілдерге аударылған танымал туынды.1942-1944 жылдары жазылған кітапта 1941 жылдың қысында Мәскеу түбінде фашистермен шайқасып, жанын қиған кеңес жауынгерлері мен генерал-майор Панфилов дивизиясының офицерлерінің ерлігі суреттелген. Кітаптағы әңгімелерді Панфилов атындағы атқыштар дивизиясы батальонының аға лейтенанты, Кеңес Одағының батыры, қазақтың қаһарман ұлы Бауыржан Момышұлы баяндаған. Соғыстағы қорқыныш пен ар-ожданның күресін ашып көрсеткен бұл шығарма, әр оқырманның жүрегіне жол тауып, көзсіз батырлыққа емес, саналы ерлікке үйретеді, шыншылдыққа, адамгершілікке толы әлемге жетелейді.",https://qasymkitap.kz/book/133/
134,Будденброктар,Томас Манн,4600 тг,637,Әлем әдебиеті,Қатты,"«Будденброктар» романы – ХІХ ғасырда өмір сүрген бақуатты неміс әулетінің тарихы. Дәнді дақыл саудасымен айналысатын ірі кәсібі бар дәулетті шаңырақтың үш ұрпағы басынан кешкен өмірлік шежіресі. Романда Будденброктардың өмір жолын сипаттай отырып, қаламгер ескі буржуазиялық тәртіптердің қалай біртіндеп жойылғанын, ал олармен бірге буржуазия өкілдерінің де моральдық және физикалық тұрғыдан құлдырағанын айқын образдармен, маңызды сюжеттермен бейнелеген.Роман автордың өз әулетінің өткен тарихындағы өмірлік оқиғаларға негізделген. Сондықтан болар, шығарма желісі кейде өмірдің өзіндей қарапайым, кейде өмірдің өзіндей тартысты да шытырман және ең бастысы – шынайы.Кітап барша әдебиетсүйер қауымға арналған.",https://qasymkitap.kz/book/134/
135,Аяз би,Қазақ халық ертегілері,1500 тг,92,Балалар әдебиеті,Қатты,"Қолыңыздағы кітапта талай ғасыр бойы өз бояуын жоғалтпай, ауыздан-ауызға тараған «Аяз би» мен «Атымтай жомарт» атты екі ертегі беріліп отыр. Біріншісінде парасаттылықты, қарапайымдылық пен қанағатшылдықты, соңғысында адамдарға деген қайырымдылық пен сүйіспеншілікті дәріптейді. Сол арқылы балаларды адами құндылықтарға баулиды.Бұл кітап жас жеткіншектер мен барша оқырман қауымға арналады.",https://qasymkitap.kz/book/135/
